5/1/25	55	83
5/2/25	65	85
5/3/25	64	83
5/4/25	62	76
5/5/25	60	74
5/6/25	57	71
5/7/25	54	73
5/8/25	52	77
5/9/25	52	63
5/10/25	40	74
5/11/25	48	80
5/12/25	50	76
5/13/25	62	67
5/14/25	62	73
5/15/25	64	81
5/16/25	65	89
5/17/25	65	86
5/18/25	62	77
5/19/25	55	75
5/20/25	53	70
5/21/25	54	59
5/22/25	54	70
5/23/25	51	66
5/24/25	48	71
5/25/25	43	72
5/26/25	52	72
5/27/25	48	66
5/28/25	52	58
5/29/25	56	72
5/30/25	57	79
5/31/25	50	71
